Id,Name,Name mm,Name en,Nrc code
25,(ဒမဆ) ဒီမောဆိုး,ဒမဆ,DaMaSa,2
24,(ဘလခ) ဘော်လခဲ,ဘလခ,BaLaKha,2
23,(ဝမန) ဝင်းမော်,ဝမန,WaMaNa,1
22,(တနန) တနိုင်း,တနန,TaNaNa,1
21,(ဆပဘ) ဆွမ်ပရာဘွမ်,ဆပဘ,SaPaBa,1
20,(ဆလန) ဆော့လော,ဆလန,SaLaNa,1
19,(ဆဘန) ဆင်ဘို,ဆဘန,SaBaNa,1
18,(ရကန) ရွှေကူ,ရကန,YaKaNa,1
17,(ပတအ) ပူတာအို,ပတအ,PaTaAh,1
16,(ဖကန) ဖားကန့်,ဖကန,PhaKaNa,1
15,(နမန) နောင်မွန်း,နမန,NaMaNa,1
14,(မကန) မြစ်ကြီးနား,မကန,MaKaNa,1
13,(မမန) မိုးမောက်,မမန,MaMaNa,1
12,(မကတ) မိုးကောင်း,မကတ,MaKaTa,1
11,(မညန) မိုးညင်း,မညန,MaNyaNa,1
10,(မစန) မံစီ,မစန,MaSaNa,1
9,(မခဘ) မချမ်းဘော,မခဘ,MaKhaBa,1
8,(လဂန) လွယ်ဂျယ်,လဂန,LaGaNa,1
7,(ခလဖ) ခေါင်လန်ဖူး,ခလဖ,KhaLaPha,1
6,(ကမန) ကာမီ,ကမန,KaMaNa,1
5,(ဟပန) ဟိုပင်,ဟပန,HaPaNa,1
4,(ဒဖယ) ဒေါ့ဖုန်းယန်,ဒဖယ,DaPhaYa,1
3,(ခဖန) ချီဖွေ,ခဖန,KhaPhaNa,1
2,(ဗမန) ဗန်းမော်,ဗမန,BaMaNa,1
1,(အဂယ) အင်ဂျန်းယန်,အဂယ,AhGaYa,1
